0, 29282	3.533150, 24305	5.030118, 24305	6.685006, 24305	8.422174, 24305	9.467371, 24305	10.659556, 24305	11.753636, 24160	13.026058, 24160	14.133365, 24160	15.167651, 24160	16.184020, 24160	17.293197, 24160	18.525076, 24010	19.652768, 24010	20.974759, 24010	22.208459, 24010	23.265300, 24010	23.983555, 24010	25.075244, 23972	26.184464, 23972	27.151388, 23972	28.254535, 23972	29.348083, 23972	30.627451, 23972	
MAENS: 
0, 14239	2.412508, 10402	4.183642, 10402	4.454947, 10402	4.710291, 10401	4.917221, 10401	5.176135, 10385	5.439515, 10385	5.661838, 10384	5.912480, 10384	6.130115, 10384	6.332071, 10384	6.551330, 10384	6.793816, 10384	6.983407, 10384	7.247346, 10368	7.497857, 10368	7.844871, 10368	8.100477, 10368	8.377153, 10368	8.601887, 10368	8.856413, 10368	9.051470, 10368	9.326623, 10368	9.522194, 10368	9.788179, 10368	10.029401, 10368	10.256361, 10368	10.466760, 10368	10.714021, 10368	10.944094, 10368	11.180315, 10368	11.486380, 10368	11.655156, 10368	11.895532, 10368	12.110325, 10368	
MAENS: 
0, 28669	3.456736, 24681	6.705237, 24550	9.160286, 24494	10.284174, 24494	12.077220, 24325	13.265707, 24305	14.719819, 24305	16.145789, 24305	17.279668, 24214	18.347080, 24197	19.442701, 24197	20.865261, 24197	22.342327, 24197	23.763932, 24197	24.861612, 24197	25.899399, 24136	26.914339, 24136	28.239649, 24136	29.351379, 24032	30.558295, 24032	
MAENS: 
0, 14164	1.883716, 10235	2.978801, 10225	3.261672, 10210	3.624067, 10210	3.819753, 10210	4.005318, 10210	4.255333, 10210	4.447472, 10210	4.643842, 10210	4.918913, 10210	5.127975, 10210	5.362569, 10210	5.542544, 10210	5.839709, 10210	6.041879, 10210	6.279776, 10210	6.538982, 10210	6.736572, 10210	6.964871, 10210	7.308925, 10210	7.593069, 10210	7.806653, 10210	8.126801, 10210	
MAENS: 
0, 28941	2.946091, 24583	6.712270, 24421	8.453762, 24348	10.209473, 24308	11.784898, 24282	13.236646, 24045	14.405945, 24045	15.858083, 24045	17.118445, 24045	18.325589, 24045	19.938441, 24045	20.865530, 23991	21.864766, 23991	22.934736, 23991	24.407176, 23991	25.513227, 23991	26.469994, 23991	27.426981, 23991	28.538943, 23991	29.306281, 23991	30.663035, 23938	
MAENS: 
0, 13457	1.588719, 9945	2.354607, 9936	2.563352, 9936	2.795034, 9936	2.987743, 9936	3.171398, 9936	3.371975, 9936	3.573355, 9919	3.725829, 9919	3.934034, 9919	4.108582, 9919	4.315042, 9919	4.473756, 9919	4.644384, 9919	4.854134, 9919	5.024343, 9919	5.190326, 9919	5.362960, 9919	5.544235, 9919	5.771804, 9919	5.992917, 9919	6.149196, 9919	6.335887, 9919	6.535214, 9919	6.740383, 9919	6.927096, 9919	7.152360, 9919	7.382908, 9919	
MAENS: 
0, 28398	3.895998, 24467	6.150940, 24467	7.466552, 24467	8.672723, 24269	9.932942, 24269	11.093895, 24269	12.291030, 24269	13.347588, 24269	14.701472, 24269	15.708949, 24269	17.468953, 24269	18.711286, 24269	19.523617, 24269	20.447673, 24269	21.616452, 24269	22.661853, 24269	23.616600, 24269	24.624449, 24269	25.423385, 24157	26.684022, 24157	27.588466, 24157	28.817298, 24157	29.978038, 24157	31.552165, 24087	
